,C-KC443457,C-KC443202,C-KC178781,C-KC443633,C-KC443325,C-KC443765,C-MH170019,C-LC514516,C-LC514505,C-LC514494,C-PX212613,C-KJ721711,C-KU248407,C-KU248396,C-KU199272,C-MW715608,C-MG670699,C-MG670701,C-MG670696,C-LC105582,C-MN479423,C-PP861741,C-OP850468,C-PP861731,B-KC443369,B-KC443224,B-KJ639025,B-KJ639014,B-PX212549,B-OP850475,B-OP850472,B-OP850473,B-OP850470,B-OP850474,B-LC514472,B-LC514483,B-MZ546117,B-KX880419,B-KU550278,B-KU550275,B-KU550277,B-PX212551,B-LC541987,B-LC228328,B-LC228317,B-LC260268,B-MH704723,B-MH704722,B-LC469461,B-LC260266,B-KX880430,B-MH569755,B-LC325465,B-MF997037,B-LC228306,B-LC260272,B-MH569760,B-KU550276,B-KU550274,B-KU870387,B-KU870409,B-MT732500,B-LC386067,B-MT723919,B-MT410497,B-LC066641,B-LC066663,B-LC066652,B-LC169964,B-LC169953,B-LC169942,B-AB975754,B-AB975753,B-AB975725,B-AB975723,B-AB848009,B-LC751490,B-LC751460,B-KY616887,B-MG599526,B-MG599525,B-KU059790,B-MG670685,B-MG670702,B-MG670698,B-KU059779,B-KU059768,B-MG670694,B-LC086727,B-LC086716,A-KU356576,A-MG181889,A-MG181768,A-LC105571,A-KJ752163,A-HQ657140,A-KC443009,A-HQ641357,A-KF716382,A-KF716380,A-KC442965,A-KC442976,A-KC178786,A-KC443347,A-MG181658,A-KR705203,A-KJ721708,A-PX212611,A-OP717289,A-OP717286,A-LC569217,A-LC228372,A-LC228339,A-LC569172,A-LC569200,A-LC477510,A-LC228350,A-KC834705,A-PX212648,A-KJ919519,A-KC443358,A-MN479346,A-MN479342,A-MN479334,A-MN479333,A-MN479287,A-KJ721717,A-KJ721713,A-PX212628,A-LC086804,A-LC086738,A-LC086793,A-LC086782,A-KJ919584,A-PP861743,A-PP861797,A-OP850469,A-KF716374,A-LC169986,A-LC169975
A-LC569172,87.66,87.62,87.35,87.54,87.54,87.54,87.54,87.50,87.50,87.50,87.37,87.43,87.23,87.23,87.39,87.27,87.11,87.15,87.27,87.43,87.23,87.39,87.39,87.39,98.16,98.04,97.33,97.45,96.81,96.65,96.65,96.69,96.69,96.73,96.81,96.89,96.93,97.05,97.09,97.09,97.05,97.07,97.09,97.17,97.13,97.21,97.17,97.21,97.56,97.49,97.49,97.25,97.29,97.17,97.25,97.37,97.45,97.33,97.33,97.13,97.25,97.29,97.29,97.17,97.33,97.60,97.56,97.60,97.49,97.52,97.52,97.52,97.54,97.57,97.60,97.60,97.45,97.45,97.45,97.64,97.68,97.56,97.60,97.60,97.64,97.64,97.68,97.72,97.72,97.72,94.53,96.89,96.81,97.05,96.97,96.73,96.97,96.89,97.17,97.13,97.17,97.33,97.29,97.01,97.09,97.45,97.17,99.30,99.36,99.36,99.80,99.88,99.88,,99.92,99.92,99.92,98.52,98.54,98.64,98.60,98.36,98.32,98.36,98.36,98.36,98.52,98.36,98.34,98.56,98.52,98.68,98.60,98.72,97.92,97.96,98.04,98.48,98.48,98.44
A-LC569200,87.58,87.54,87.27,87.47,87.47,87.47,87.54,87.50,87.50,87.50,87.37,87.43,87.23,87.23,87.39,87.27,87.11,87.15,87.27,87.43,87.31,87.47,87.47,87.47,98.16,98.04,97.33,97.45,96.81,96.65,96.65,96.69,96.69,96.73,96.81,96.89,96.93,97.05,97.09,97.09,97.05,97.07,97.09,97.17,97.13,97.21,97.17,97.21,97.56,97.49,97.49,97.25,97.29,97.17,97.25,97.37,97.45,97.33,97.33,97.13,97.25,97.29,97.29,97.17,97.33,97.60,97.56,97.60,97.49,97.52,97.52,97.52,97.54,97.57,97.60,97.60,97.45,97.45,97.45,97.64,97.68,97.56,97.60,97.60,97.64,97.64,97.68,97.72,97.72,97.72,94.53,96.89,96.81,97.05,96.97,96.73,96.97,96.89,97.17,97.13,97.17,97.33,97.29,97.01,97.09,97.45,97.17,99.30,99.36,99.36,99.80,99.88,99.88,99.92,,99.92,99.92,98.52,98.54,98.64,98.60,98.36,98.32,98.36,98.36,98.36,98.52,98.36,98.34,98.56,98.52,98.68,98.60,98.72,97.92,97.96,98.04,98.48,98.48,98.44
A-LC477510,87.66,87.62,87.35,87.54,87.54,87.54,87.62,87.58,87.58,87.58,87.45,87.50,87.31,87.31,87.47,87.35,87.19,87.23,87.35,87.50,87.31,87.47,87.47,87.47,98.16,98.04,97.33,97.45,96.81,96.65,96.65,96.69,96.69,96.73,96.81,96.89,96.93,97.05,97.09,97.09,97.05,97.07,97.09,97.17,97.13,97.21,97.17,97.21,97.56,97.49,97.49,97.25,97.29,97.17,97.25,97.37,97.45,97.33,97.33,97.13,97.25,97.29,97.29,97.17,97.33,97.60,97.56,97.60,97.49,97.52,97.52,97.52,97.54,97.57,97.60,97.60,97.45,97.45,97.45,97.64,97.68,97.56,97.60,97.60,97.64,97.64,97.68,97.72,97.72,97.72,94.53,96.89,96.81,97.05,96.97,96.73,96.97,96.89,97.25,97.21,97.17,97.33,97.29,97.01,97.09,97.52,97.25,99.30,99.36,99.36,99.80,99.88,99.88,99.92,99.92,,99.92,98.52,98.54,98.64,98.60,98.36,98.32,98.36,98.36,98.36,98.52,98.36,98.34,98.56,98.52,98.68,98.60,98.72,97.92,97.96,98.04,98.48,98.48,98.44
A-LC228350,87.66,87.62,87.35,87.54,87.54,87.54,87.62,87.58,87.58,87.58,87.45,87.50,87.31,87.31,87.47,87.35,87.19,87.23,87.35,87.50,87.31,87.47,87.47,87.47,98.16,98.04,97.33,97.45,96.81,96.65,96.65,96.69,96.69,96.73,96.81,96.89,96.93,97.05,97.09,97.09,97.05,97.07,97.09,97.17,97.13,97.21,97.17,97.21,97.56,97.49,97.49,97.25,97.29,97.17,97.25,97.37,97.45,97.33,97.33,97.13,97.25,97.29,97.29,97.17,97.33,97.60,97.56,97.60,97.49,97.52,97.52,97.52,97.54,97.57,97.60,97.60,97.45,97.45,97.45,97.64,97.68,97.56,97.60,97.60,97.64,97.64,97.68,97.72,97.72,97.72,94.53,96.89,96.81,97.05,96.97,96.73,96.97,96.89,97.17,97.13,97.17,97.33,97.29,97.01,97.09,97.45,97.17,99.30,99.36,99.36,99.80,99.88,99.88,99.92,99.92,99.92,,98.52,98.54,98.64,98.60,98.36,98.32,98.36,98.36,98.36,98.52,98.36,98.34,98.56,98.52,98.68,98.60,98.72,97.92,97.96,98.04,98.48,98.48,98.44
A-KC834705,88.02,87.98,87.70,87.90,87.90,87.90,87.74,87.70,87.70,87.70,87.76,87.86,87.62,87.62,87.78,87.66,87.50,87.54,87.66,87.82,87.62,87.70,87.70,87.70,98.64,98.52,97.88,98.00,97.39,97.21,97.21,97.25,97.25,97.29,97.29,97.45,97.49,97.64,97.64,97.64,97.60,97.64,97.64,97.72,97.68,97.76,97.72,97.76,98.12,97.96,97.96,97.80,97.84,97.72,97.80,97.92,98.00,97.88,97.88,97.68,97.80,97.76,97.76,97.72,97.88,98.16,98.12,98.16,98.04,98.08,98.08,98.13,98.11,98.13,98.16,98.16,98.00,98.00,98.00,98.20,98.24,98.12,98.08,98.08,98.12,98.12,98.16,98.20,98.20,98.20,95.05,97.41,97.33,97.64,97.56,97.21,97.64,97.41,97.64,97.60,97.64,97.72,97.76,97.56,97.68,97.96,97.68,98.34,98.68,98.68,98.44,98.48,98.48,98.52,98.52,98.52,98.52,,99.62,99.72,99.68,98.88,98.84,98.88,98.88,98.88,98.96,98.80,98.22,98.48,98.44,98.60,98.52,98.64,97.96,98.00,98.08,98.48,98.48,98.44
A-PX212648,87.90,87.86,87.58,87.78,87.78,87.78,87.60,87.56,87.56,87.56,87.62,87.68,87.49,87.49,87.64,87.52,87.37,87.41,87.52,87.68,87.49,87.56,87.56,87.56,98.62,98.50,97.86,97.98,97.45,97.19,97.19,97.23,97.23,97.27,97.27,97.43,97.47,97.58,97.62,97.62,97.58,97.68,97.62,97.70,97.66,97.74,97.70,97.74,98.10,97.94,97.94,97.78,97.82,97.70,97.78,97.90,97.98,97.86,97.86,97.66,97.78,97.74,97.74,97.70,97.94,98.14,98.10,98.14,98.02,98.06,98.06,98.11,98.09,98.11,98.14,98.14,97.98,97.98,97.98,98.26,98.22,98.10,98.06,98.06,98.10,98.10,98.14,98.18,98.18,98.18,95.15,97.47,97.39,97.70,97.62,97.15,97.54,97.50,97.66,97.62,97.66,97.74,97.78,97.54,97.62,98.02,97.74,98.44,98.70,98.70,98.46,98.50,98.50,98.54,98.54,98.54,98.54,99.62,,99.90,99.86,98.82,98.78,98.82,98.82,98.82,98.98,98.82,98.30,98.50,98.50,98.62,98.54,98.66,97.94,97.98,98.06,98.50,98.50,98.46
A-KJ919519,87.90,87.86,87.58,87.78,87.78,87.78,87.62,87.58,87.58,87.58,87.64,87.70,87.50,87.50,87.66,87.54,87.39,87.43,87.54,87.70,87.50,87.58,87.58,87.58,98.68,98.56,97.92,98.04,97.43,97.25,97.25,97.29,97.29,97.33,97.33,97.49,97.52,97.64,97.68,97.68,97.64,97.68,97.68,97.76,97.72,97.80,97.76,97.80,98.16,98.00,98.00,97.84,97.88,97.76,97.84,97.96,98.04,97.92,97.92,97.72,97.84,97.80,97.80,97.76,98.00,98.20,98.16,98.20,98.08,98.12,98.12,98.17,98.15,98.18,98.20,98.20,98.04,98.04,98.04,98.32,98.28,98.16,98.12,98.12,98.16,98.16,98.20,98.24,98.24,98.24,95.25,97.52,97.45,97.76,97.68,97.25,97.64,97.60,97.76,97.72,97.76,97.84,97.88,97.60,97.72,98.08,97.80,98.46,98.80,98.80,98.56,98.60,98.60,98.64,98.64,98.64,98.64,99.72,99.90,,99.96,98.92,98.88,98.92,98.92,98.92,99.08,98.92,98.34,98.60,98.56,98.72,98.64,98.76,98.04,98.08,98.16,98.60,98.60,98.56
A-KC443358,87.94,87.90,87.62,87.82,87.82,87.82,87.66,87.62,87.62,87.62,87.68,87.74,87.54,87.54,87.70,87.58,87.43,87.47,87.58,87.74,87.54,87.62,87.62,87.62,98.64,98.52,97.88,98.00,97.39,97.21,97.21,97.25,97.25,97.29,97.29,97.45,97.49,97.60,97.64,97.64,97.60,97.64,97.64,97.72,97.68,97.76,97.72,97.76,98.12,97.96,97.96,97.80,97.84,97.72,97.80,97.92,98.00,97.88,97.88,97.68,97.80,97.76,97.76,97.72,97.96,98.16,98.20,98.16,98.04,98.08,98.08,98.13,98.11,98.13,98.16,98.16,98.00,98.00,98.00,98.28,98.24,98.12,98.08,98.08,98.12,98.12,98.16,98.20,98.20,98.20,95.21,97.49,97.41,97.72,97.64,97.21,97.60,97.56,97.72,97.68,97.72,97.80,97.84,97.56,97.68,98.12,97.84,98.42,98.76,98.76,98.52,98.56,98.56,98.60,98.60,98.60,98.60,99.68,99.86,99.96,,98.88,98.84,98.88,98.88,98.88,99.04,98.88,98.30,98.56,98.52,98.68,98.60,98.72,98.00,98.04,98.12,98.56,98.56,98.52
A-MN479346,87.58,87.54,87.35,87.54,87.54,87.54,87.39,87.27,87.27,87.27,87.31,87.35,87.07,87.07,87.23,87.11,86.95,86.99,87.11,87.27,87.07,87.23,87.23,87.23,98.40,98.28,97.56,97.72,97.07,96.89,96.89,96.93,96.93,96.97,97.05,97.13,97.25,97.29,97.33,97.33,97.29,97.33,97.41,97.49,97.45,97.45,97.41,97.60,97.80,97.64,97.64,97.49,97.52,97.41,97.56,97.60,97.68,97.56,97.56,97.37,97.49,97.45,97.45,97.41,97.56,97.84,97.80,97.84,97.72,97.76,97.76,97.76,97.78,97.81,97.84,97.84,97.68,97.68,97.68,97.88,97.92,97.72,97.76,97.76,97.80,97.80,97.84,97.88,97.88,97.88,94.73,97.01,96.93,97.25,97.17,96.89,97.41,97.17,97.33,97.29,97.33,97.45,97.45,97.25,97.37,97.72,97.45,98.18,98.52,98.52,98.24,98.32,98.32,98.36,98.36,98.36,98.36,98.88,98.82,98.92,98.88,,99.92,99.96,99.96,99.96,99.48,99.32,98.06,98.32,98.28,98.52,98.36,98.48,97.84,97.88,97.96,98.40,98.40,98.36
A-MN479342,87.54,87.50,87.31,87.50,87.50,87.50,87.43,87.31,87.31,87.31,87.35,87.39,87.11,87.11,87.27,87.15,86.99,87.03,87.15,87.31,87.11,87.27,87.27,87.27,98.36,98.24,97.52,97.68,97.03,96.85,96.85,96.89,96.89,96.93,97.01,97.09,97.21,97.25,97.29,97.29,97.25,97.29,97.37,97.45,97.41,97.41,97.37,97.56,97.76,97.60,97.60,97.45,97.49,97.37,97.52,97.56,97.64,97.52,97.52,97.33,97.45,97.41,97.41,97.37,97.52,97.80,97.76,97.80,97.68,97.72,97.72,97.72,97.74,97.77,97.80,97.80,97.64,97.64,97.64,97.84,97.88,97.68,97.72,97.72,97.76,97.76,97.80,97.84,97.84,97.84,94.69,96.97,96.89,97.21,97.13,96.85,97.37,97.13,97.29,97.25,97.29,97.41,97.41,97.21,97.33,97.68,97.41,98.14,98.48,98.48,98.20,98.28,98.28,98.32,98.32,98.32,98.32,98.84,98.78,98.88,98.84,99.92,,99.96,99.96,99.96,99.48,99.32,98.02,98.28,98.24,98.48,98.32,98.44,97.80,97.84,97.92,98.36,98.36,98.32
A-MN479334,87.58,87.54,87.35,87.54,87.54,87.54,87.39,87.27,87.27,87.27,87.31,87.35,87.07,87.07,87.23,87.11,86.95,86.99,87.11,87.27,87.07,87.23,87.23,87.23,98.40,98.28,97.56,97.72,97.07,96.89,96.89,96.93,96.93,96.97,97.05,97.13,97.25,97.29,97.33,97.33,97.29,97.33,97.41,97.49,97.45,97.45,97.41,97.60,97.80,97.64,97.64,97.49,97.52,97.41,97.56,97.60,97.68,97.56,97.56,97.37,97.49,97.45,97.45,97.41,97.56,97.84,97.80,97.84,97.72,97.76,97.76,97.76,97.78,97.81,97.84,97.84,97.68,97.68,97.68,97.88,97.92,97.72,97.76,97.76,97.80,97.80,97.84,97.88,97.88,97.88,94.73,97.01,96.93,97.25,97.17,96.89,97.41,97.17,97.33,97.29,97.33,97.45,97.45,97.25,97.37,97.72,97.45,98.18,98.52,98.52,98.24,98.32,98.32,98.36,98.36,98.36,98.36,98.88,98.82,98.92,98.88,99.96,99.96,,100.00,100.00,99.52,99.36,98.06,98.32,98.28,98.52,98.36,98.48,97.84,97.88,97.96,98.40,98.40,98.36
A-MN479333,87.58,87.54,87.35,87.54,87.54,87.54,87.39,87.27,87.27,87.27,87.31,87.35,87.07,87.07,87.23,87.11,86.95,86.99,87.11,87.27,87.07,87.23,87.23,87.23,98.40,98.28,97.56,97.72,97.07,96.89,96.89,96.93,96.93,96.97,97.05,97.13,97.25,97.29,97.33,97.33,97.29,97.33,97.41,97.49,97.45,97.45,97.41,97.60,97.80,97.64,97.64,97.49,97.52,97.41,97.56,97.60,97.68,97.56,97.56,97.37,97.49,97.45,97.45,97.41,97.56,97.84,97.80,97.84,97.72,97.76,97.76,97.76,97.78,97.81,97.84,97.84,97.68,97.68,97.68,97.88,97.92,97.72,97.76,97.76,97.80,97.80,97.84,97.88,97.88,97.88,94.73,97.01,96.93,97.25,97.17,96.89,97.41,97.17,97.33,97.29,97.33,97.45,97.45,97.25,97.37,97.72,97.45,98.18,98.52,98.52,98.24,98.32,98.32,98.36,98.36,98.36,98.36,98.88,98.82,98.92,98.88,99.96,99.96,100.00,,100.00,99.52,99.36,98.06,98.32,98.28,98.52,98.36,98.48,97.84,97.88,97.96,98.40,98.40,98.36
A-MN479287,87.58,87.54,87.35,87.54,87.54,87.54,87.39,87.27,87.27,87.27,87.31,87.35,87.07,87.07,87.23,87.11,86.95,86.99,87.11,87.27,87.07,87.23,87.23,87.23,98.40,98.28,97.56,97.72,97.07,96.89,96.89,96.93,96.93,96.97,97.05,97.13,97.25,97.29,97.33,97.33,97.29,97.33,97.41,97.49,97.45,97.45,97.41,97.60,97.80,97.64,97.64,97.49,97.52,97.41,97.56,97.60,97.68,97.56,97.56,97.37,97.49,97.45,97.45,97.41,97.56,97.84,97.80,97.84,97.72,97.76,97.76,97.76,97.78,97.81,97.84,97.84,97.68,97.68,97.68,97.88,97.92,97.72,97.76,97.76,97.80,97.80,97.84,97.88,97.88,97.88,94.73,97.01,96.93,97.25,97.17,96.89,97.41,97.17,97.33,97.29,97.33,97.45,97.45,97.25,97.37,97.72,97.45,98.18,98.52,98.52,98.24,98.32,98.32,98.36,98.36,98.36,98.36,98.88,98.82,98.92,98.88,99.96,99.96,100.00,100.00,,99.52,99.36,98.06,98.32,98.28,98.52,98.36,98.48,97.84,97.88,97.96,98.40,98.40,98.36
A-KJ721717,87.54,87.50,87.23,87.43,87.43,87.43,87.35,87.31,87.31,87.31,87.25,87.39,87.11,87.11,87.27,87.15,86.99,87.03,87.15,87.31,87.11,87.27,87.27,87.27,98.56,98.44,97.80,97.92,97.31,97.13,97.13,97.17,97.17,97.21,97.29,97.37,97.41,97.52,97.56,97.56,97.52,97.56,97.56,97.64,97.60,97.68,97.64,97.76,98.04,97.88,97.88,97.72,97.76,97.64,97.72,97.84,97.92,97.80,97.80,97.60,97.72,97.68,97.68,97.64,97.80,98.08,98.04,98.08,97.96,98.00,98.00,98.01,98.02,98.05,98.08,98.08,97.92,97.92,97.92,98.12,98.16,97.96,98.00,98.00,98.04,98.04,98.08,98.12,98.12,98.12,94.89,97.17,97.09,97.41,97.33,97.05,97.49,97.33,97.49,97.45,97.49,97.60,97.60,97.33,97.45,97.88,97.60,98.34,98.68,98.68,98.40,98.48,98.48,98.52,98.52,98.52,98.52,98.96,98.98,99.08,99.04,99.48,99.48,99.52,99.52,99.52,,99.76,98.22,98.48,98.44,98.68,98.52,98.64,97.92,97.96,98.04,98.48,98.48,98.44
A-KJ721713,87.47,87.43,87.15,87.35,87.35,87.35,87.27,87.23,87.23,87.23,87.17,87.31,87.03,87.03,87.19,87.07,86.91,86.95,87.07,87.23,87.03,87.19,87.19,87.19,98.40,98.28,97.64,97.76,97.15,96.97,96.97,97.01,97.05,97.05,97.13,97.21,97.33,97.37,97.41,97.41,97.37,97.41,97.41,97.49,97.45,97.52,97.49,97.60,97.88,97.72,97.72,97.56,97.60,97.49,97.56,97.68,97.76,97.64,97.64,97.45,97.56,97.52,97.52,97.49,97.64,97.92,97.88,97.92,97.80,97.84,97.84,97.84,97.86,97.89,97.92,97.92,97.76,97.76,97.76,97.96,98.00,97.80,97.84,97.84,97.88,97.88,97.92,97.96,97.96,97.96,94.73,97.01,96.93,97.25,97.17,96.97,97.33,97.17,97.33,97.29,97.33,97.45,97.45,97.25,97.37,97.72,97.45,98.18,98.52,98.52,98.32,98.32,98.32,98.36,98.36,98.36,98.36,98.80,98.82,98.92,98.88,99.32,99.32,99.36,99.36,99.36,99.76,,98.06,98.32,98.28,98.52,98.36,98.48,97.76,97.80,97.88,98.32,98.32,98.28
A-PX212628,88.00,87.96,87.60,87.88,87.88,87.88,87.70,87.58,87.58,87.58,87.68,87.74,87.54,87.54,87.70,87.58,87.50,87.47,87.58,87.74,87.54,87.70,87.70,87.70,97.80,97.68,96.97,97.09,96.50,96.29,96.29,96.33,96.33,96.37,96.45,96.53,96.57,96.69,96.73,96.73,96.69,96.74,96.73,96.81,96.77,96.85,96.81,96.85,97.21,97.13,97.13,96.89,96.93,96.81,96.89,97.01,97.09,96.97,96.97,96.77,96.89,97.01,97.01,96.89,96.97,97.25,97.21,97.25,97.13,97.17,97.17,97.15,97.18,97.20,97.25,97.25,97.09,97.09,97.09,97.29,97.33,97.21,97.33,97.25,97.29,97.29,97.33,97.37,97.37,97.37,94.55,96.63,96.55,96.79,96.71,96.41,96.67,96.51,96.75,96.71,96.75,96.83,96.87,96.81,96.79,97.43,97.07,98.18,98.50,98.50,98.22,98.30,98.30,98.34,98.34,98.34,98.34,98.22,98.30,98.34,98.30,98.06,98.02,98.06,98.06,98.06,98.22,98.06,,99.38,99.50,99.42,99.54,99.54,97.78,97.82,97.90,98.34,98.34,98.30
A-LC086804,87.98,87.94,87.58,87.86,87.86,87.86,87.54,87.50,87.50,87.50,87.60,87.58,87.39,87.39,87.54,87.43,87.35,87.31,87.43,87.58,87.39,87.54,87.54,87.54,98.04,97.92,97.21,97.33,96.77,96.61,96.61,96.65,96.65,96.69,96.77,96.85,96.89,97.01,97.05,97.05,97.01,97.03,97.05,97.13,97.09,97.17,97.13,97.17,97.52,97.37,97.37,97.21,97.25,97.13,97.21,97.33,97.41,97.29,97.29,97.17,97.21,97.25,97.25,97.13,97.29,97.56,97.52,97.56,97.45,97.49,97.49,97.48,97.50,97.53,97.56,97.56,97.41,97.41,97.41,97.60,97.64,97.52,97.56,97.56,97.60,97.60,97.64,97.68,97.68,97.68,94.73,96.85,96.77,97.01,96.93,96.61,96.93,96.77,97.01,96.97,97.01,97.09,97.13,96.97,97.05,97.64,97.29,98.34,98.72,98.72,98.44,98.52,98.52,98.56,98.56,98.56,98.56,98.48,98.50,98.60,98.56,98.32,98.28,98.32,98.32,98.32,98.48,98.32,99.38,,99.64,99.80,99.72,99.84,98.08,98.12,98.20,98.64,98.64,98.60
A-LC086738,88.10,88.06,87.70,87.98,87.98,87.98,87.66,87.62,87.62,87.62,87.72,87.70,87.50,87.50,87.66,87.54,87.47,87.43,87.54,87.70,87.50,87.66,87.66,87.66,98.00,97.88,97.17,97.29,96.69,96.49,96.49,96.53,96.53,96.57,96.65,96.81,96.77,96.89,96.93,96.93,96.89,96.95,96.93,97.01,96.97,97.05,97.01,97.05,97.41,97.25,97.25,97.09,97.13,97.01,97.09,97.21,97.29,97.17,97.17,96.97,97.09,97.13,97.13,97.01,97.17,97.45,97.41,97.45,97.33,97.37,97.37,97.44,97.46,97.49,97.52,97.52,97.37,97.37,97.37,97.49,97.52,97.41,97.45,97.45,97.49,97.49,97.52,97.56,97.56,97.56,94.77,96.89,96.81,97.05,96.97,96.57,96.97,96.81,96.97,96.93,96.97,97.05,97.09,97.01,97.01,97.60,97.25,98.34,98.68,98.68,98.40,98.48,98.48,98.52,98.52,98.52,98.52,98.44,98.50,98.56,98.52,98.28,98.24,98.28,98.28,98.28,98.44,98.28,99.50,99.64,,99.68,99.84,99.80,98.04,98.08,98.16,98.60,98.60,98.56
A-LC086793,88.10,88.06,87.70,87.98,87.98,87.98,87.74,87.70,87.70,87.70,87.72,87.78,87.58,87.58,87.74,87.62,87.54,87.50,87.62,87.78,87.58,87.74,87.74,87.74,98.16,98.04,97.41,97.52,96.89,96.73,96.73,96.77,96.77,96.81,96.89,96.97,97.01,97.13,97.17,97.17,97.13,97.15,97.17,97.25,97.21,97.29,97.25,97.29,97.64,97.49,97.49,97.33,97.37,97.25,97.33,97.45,97.52,97.41,97.41,97.21,97.33,97.37,97.37,97.25,97.41,97.68,97.64,97.68,97.56,97.60,97.60,97.60,97.62,97.65,97.68,97.68,97.52,97.52,97.52,97.72,97.76,97.64,97.68,97.68,97.72,97.72,97.76,97.80,97.80,97.80,94.93,96.97,96.89,97.13,97.05,96.73,97.05,96.97,97.13,97.09,97.13,97.21,97.25,97.09,97.17,97.76,97.41,98.46,98.84,98.84,98.56,98.64,98.64,98.68,98.68,98.68,98.68,98.60,98.62,98.72,98.68,98.52,98.48,98.52,98.52,98.52,98.68,98.52,99.42,99.80,99.68,,99.76,99.88,98.20,98.24,98.32,98.76,98.76,98.72
A-LC086782,88.02,87.98,87.62,87.90,87.90,87.90,87.58,87.54,87.54,87.54,87.64,87.62,87.43,87.43,87.58,87.47,87.39,87.35,87.47,87.62,87.43,87.58,87.58,87.58,98.08,97.96,97.25,97.37,96.73,96.57,96.57,96.61,96.61,96.65,96.73,96.81,96.85,96.97,97.01,97.01,96.97,96.99,97.01,97.09,97.05,97.13,97.09,97.13,97.49,97.33,97.33,97.17,97.21,97.09,97.17,97.29,97.37,97.25,97.25,97.05,97.17,97.21,97.21,97.09,97.25,97.52,97.49,97.52,97.41,97.45,97.45,97.44,97.46,97.49,97.52,97.52,97.37,97.37,97.37,97.56,97.60,97.49,97.52,97.52,97.56,97.56,97.60,97.64,97.64,97.64,94.77,96.89,96.81,97.05,96.97,96.65,96.97,96.81,97.05,97.01,97.05,97.13,97.17,97.01,97.09,97.68,97.33,98.38,98.76,98.76,98.48,98.56,98.56,98.60,98.60,98.60,98.60,98.52,98.54,98.64,98.60,98.36,98.32,98.36,98.36,98.36,98.52,98.36,99.54,99.72,99.84,99.76,,99.88,98.12,98.16,98.24,98.68,98.68,98.64
A-KJ919584,88.14,88.10,87.74,88.02,88.02,88.02,87.70,87.66,87.66,87.66,87.76,87.74,87.54,87.54,87.70,87.58,87.50,87.47,87.58,87.74,87.54,87.70,87.70,87.70,98.20,98.08,97.37,97.49,96.85,96.69,96.69,96.73,96.73,96.77,96.85,96.93,96.97,97.09,97.13,97.13,97.09,97.11,97.13,97.21,97.17,97.25,97.21,97.25,97.60,97.45,97.45,97.29,97.33,97.21,97.29,97.41,97.49,97.37,97.37,97.17,97.29,97.33,97.33,97.21,97.37,97.64,97.60,97.64,97.52,97.56,97.56,97.56,97.58,97.61,97.64,97.64,97.49,97.49,97.49,97.68,97.72,97.60,97.64,97.64,97.68,97.68,97.72,97.76,97.76,97.76,94.89,97.01,96.93,97.17,97.09,96.77,97.09,96.93,97.17,97.13,97.17,97.25,97.29,97.13,97.21,97.80,97.45,98.50,98.88,98.88,98.60,98.68,98.68,98.72,98.72,98.72,98.72,98.64,98.66,98.76,98.72,98.48,98.44,98.48,98.48,98.48,98.64,98.48,99.54,99.84,99.80,99.88,99.88,,98.24,98.28,98.36,98.80,98.80,98.76
A-PP861743,87.39,87.35,87.07,87.19,87.19,87.19,87.50,87.54,87.54,87.54,87.29,87.47,87.27,87.27,87.39,87.31,87.23,87.19,87.31,87.47,87.27,87.43,87.43,87.43,97.52,97.45,96.73,96.85,96.25,96.09,96.09,96.13,96.13,96.17,96.17,96.25,96.29,96.41,96.45,96.45,96.41,96.51,96.57,96.65,96.61,96.53,96.61,96.53,96.89,96.73,96.73,96.57,96.61,96.49,96.57,96.69,96.77,96.65,96.65,96.45,96.57,96.57,96.57,96.49,96.65,96.93,96.89,96.93,96.81,96.85,96.85,96.91,97.02,96.96,97.01,97.01,96.85,96.85,96.85,96.97,97.01,96.81,96.93,96.85,96.89,96.89,96.93,96.97,96.97,96.97,94.21,96.33,96.25,96.57,96.49,96.21,96.37,96.25,96.53,96.49,96.53,96.53,96.65,96.41,96.65,96.93,96.57,97.70,98.16,98.24,97.80,97.88,97.96,97.92,97.92,97.92,97.92,97.96,97.94,98.04,98.00,97.84,97.80,97.84,97.84,97.84,97.92,97.76,97.78,98.08,98.04,98.20,98.12,98.24,,99.64,99.72,98.72,98.64,98.60
A-PP861797,87.43,87.39,87.11,87.23,87.23,87.23,87.54,87.58,87.58,87.58,87.33,87.50,87.31,87.31,87.43,87.35,87.27,87.23,87.35,87.50,87.31,87.47,87.47,87.47,97.56,97.49,96.77,96.89,96.25,96.09,96.09,96.13,96.13,96.17,96.17,96.25,96.29,96.41,96.45,96.45,96.41,96.51,96.61,96.69,96.65,96.57,96.61,96.57,96.93,96.77,96.77,96.61,96.65,96.53,96.61,96.73,96.81,96.69,96.69,96.49,96.61,96.57,96.57,96.53,96.69,96.97,96.93,96.97,96.85,96.89,96.89,96.95,97.06,97.00,97.05,97.05,96.89,96.89,96.89,97.01,97.05,96.85,96.97,96.89,96.93,96.93,96.97,97.01,97.01,97.01,94.29,96.33,96.25,96.57,96.49,96.25,96.41,96.33,96.57,96.53,96.49,96.57,96.69,96.45,96.61,96.97,96.61,97.74,98.20,98.20,97.84,97.92,98.00,97.96,97.96,97.96,97.96,98.00,97.98,98.08,98.04,97.88,97.84,97.88,97.88,97.88,97.96,97.80,97.82,98.12,98.08,98.24,98.16,98.28,99.64,,99.76,98.68,98.60,98.56
