,B-LC386074,B-MT732496,B-MT410493,B-MT723915,B-LC169971,B-LC169960,B-LC169949,B-KF716428,B-KF716425,B-PX212177,B-LC514501,B-LC514512,B-PP862071,B-PP862125,B-OP850417,B-LC514523,B-LC086800,B-LC086789,B-LC086745,B-PX212192,B-LC086811,B-KJ919165,B-LC169993,B-LC169982,B-KC442972,B-LC105586,B-MH182464,B-KC442961,B-KU248414,B-KU248403,B-KC443453,B-KC443198,B-KC178750,B-PP862069,B-OP850416,B-PP862059,B-KC443761,B-KC443629,B-KC443321,B-KC178745,B-LC066670,B-LC066659,B-LC066648,B-MG573370,B-MG573369,B-AB848013,B-LC751938,B-LC751908,B-KY616894,B-AB975925,B-AB975954,B-AB975953,B-AB975923,B-OP850423,B-OP850418,B-OP850422,B-OP850421,B-OP850420,B-PX212113,B-LC514479,B-MZ546121,B-LC514490,B-MH704739,B-MF997044,B-LC228335,B-LC228324,B-LC541991,B-KU870416,B-KU870394,B-KU550318,B-KU550316,B-MH520744,B-LC260316,B-LC228313,B-MH704738,B-PX212115,B-MH520742,B-LC325469,B-KX880423,B-KU550320,B-KU550319,B-KU550317,A-KU199279,A-KC443365,A-KC443220,A-KF716431,A-KJ721745,A-MN479978,A-MN479974,A-MN479966,A-MN479965,A-MN479919,A-KJ721749,A-KC834668,A-PX212212,A-KJ919099,A-KC443354,A-HQ657136,A-KC443005,A-KU356583,A-HQ641362,A-KJ721741,A-KC443343,A-KR705199,B-MN480055,B-MW715615,B-MG701196,B-MG701193,A-KJ752159,A-LC260312,A-LC260310,A-KX880434,A-LC086734,A-LC086723,A-KJ639032,A-KJ639021,A-MG701199,A-MG701191,A-MG701195,A-LC469575,A-KU059797,A-KU059786,A-KU059775,A-MG701198,A-MG701182,A-LC105575,A-PX212175,A-LC569412,A-LC228346,A-LC477630,A-LC228379,A-LC228357,A-LC569457,A-LC569440,A-KJ721750,A-OP717989,A-OP717986,A-MG181665,A-MG181896,A-MG181775
A-LC086723,87.15,87.15,86.20,86.58,86.77,86.77,86.77,87.88,87.50,87.88,88.09,88.09,87.90,87.90,88.09,88.09,88.28,88.28,88.28,88.45,88.28,88.26,87.15,87.15,87.71,87.33,87.71,87.52,87.52,87.52,88.28,88.28,87.52,87.52,87.52,87.52,87.52,87.52,87.52,87.71,87.71,87.71,87.71,87.71,87.71,87.33,87.15,87.15,87.12,87.15,87.33,87.33,87.33,87.52,87.33,87.52,87.52,87.52,87.41,88.09,87.69,87.90,88.09,88.26,87.71,87.52,87.90,88.28,88.28,88.09,87.90,87.71,88.28,87.52,87.71,87.78,87.90,88.28,88.09,88.09,88.09,88.09,85.63,87.71,87.90,88.07,87.33,87.69,87.69,87.69,87.69,87.69,87.71,88.28,87.78,87.69,87.90,88.28,88.28,88.28,88.28,87.90,88.47,87.59,87.88,87.52,87.50,87.50,89.22,99.05,99.24,99.43,100.00,,99.62,99.62,99.62,99.62,99.62,99.81,99.81,99.81,99.81,99.81,99.81,88.66,91.19,91.12,91.12,91.12,91.12,90.93,91.12,91.12,91.68,91.49,91.49,91.30,91.12,91.30
A-KJ639032,87.15,87.15,86.20,86.58,86.77,86.77,86.77,87.88,87.50,87.88,88.09,88.09,87.90,87.90,88.09,88.09,88.28,88.28,88.28,88.45,88.28,88.26,87.15,87.15,87.71,87.33,87.33,87.52,87.52,87.52,87.90,87.90,87.52,87.15,87.15,87.15,87.15,87.15,87.15,87.33,87.33,87.33,87.33,87.33,87.33,86.96,86.77,86.77,86.74,86.77,86.96,86.96,86.96,87.15,86.96,87.15,87.15,87.15,87.03,87.71,87.31,87.52,87.71,87.88,87.33,87.15,87.52,87.90,87.90,87.71,87.52,87.33,87.90,87.15,87.33,87.41,87.52,87.90,87.71,87.71,87.71,87.71,85.63,87.71,87.90,88.07,87.33,87.69,87.69,87.69,87.69,87.69,87.71,88.28,87.78,87.69,87.90,88.28,88.28,88.28,88.28,87.90,88.47,87.83,87.88,87.52,87.50,87.50,88.85,99.05,99.24,99.43,99.62,99.62,,100.00,99.62,99.62,99.62,99.81,99.81,99.81,99.81,99.81,99.81,88.66,91.19,91.12,91.12,91.12,91.12,90.93,91.12,91.12,91.68,91.49,91.49,91.30,91.12,91.30
A-KJ639021,87.15,87.15,86.20,86.58,86.77,86.77,86.77,87.88,87.50,87.88,88.09,88.09,87.90,87.90,88.09,88.09,88.28,88.28,88.28,88.45,88.28,88.26,87.15,87.15,87.71,87.33,87.33,87.52,87.52,87.52,87.90,87.90,87.52,87.15,87.15,87.15,87.15,87.15,87.15,87.33,87.33,87.33,87.33,87.33,87.33,86.96,86.77,86.77,86.74,86.77,86.96,86.96,86.96,87.15,86.96,87.15,87.15,87.15,87.03,87.71,87.31,87.52,87.71,87.88,87.33,87.15,87.52,87.90,87.90,87.71,87.52,87.33,87.90,87.15,87.33,87.41,87.52,87.90,87.71,87.71,87.71,87.71,85.63,87.71,87.90,88.07,87.33,87.69,87.69,87.69,87.69,87.69,87.71,88.28,87.78,87.69,87.90,88.28,88.28,88.28,88.28,87.90,88.47,87.83,87.88,87.52,87.50,87.50,88.85,99.05,99.24,99.43,99.62,99.62,100.00,,99.62,99.62,99.62,99.81,99.81,99.81,99.81,99.81,99.81,88.66,91.19,91.12,91.12,91.12,91.12,90.93,91.12,91.12,91.68,91.49,91.49,91.30,91.12,91.30
A-MG701199,87.50,87.50,86.55,86.93,87.12,87.12,87.12,87.88,87.50,88.26,88.45,88.45,88.26,88.26,88.45,88.45,88.64,88.64,88.64,88.83,88.64,88.64,87.50,87.50,87.69,87.69,87.69,87.88,87.88,87.88,88.26,88.26,87.88,87.50,87.50,87.50,87.50,87.50,87.50,87.69,87.69,87.69,87.69,87.69,87.69,87.31,87.12,87.12,87.12,87.12,87.31,87.31,87.31,87.50,87.31,87.50,87.50,87.50,87.41,88.07,87.69,87.88,88.07,88.26,87.69,87.50,87.88,88.26,88.26,88.07,87.88,87.69,88.26,87.50,87.69,87.78,87.88,88.26,88.07,88.07,88.07,88.07,85.98,88.07,88.26,88.45,87.69,88.07,88.07,88.07,88.07,88.07,88.07,88.64,88.16,88.07,88.26,88.64,88.64,88.64,88.64,88.26,88.83,88.07,88.26,87.88,87.88,87.88,89.20,99.05,99.24,99.43,99.62,99.62,99.62,99.62,,100.00,99.62,99.81,99.81,99.81,99.81,99.81,99.81,88.64,91.57,91.48,91.48,91.48,91.48,91.29,91.48,91.48,92.05,91.86,91.86,91.67,91.48,91.67
A-MG701191,87.50,87.50,86.55,86.93,87.12,87.12,87.12,87.88,87.50,88.26,88.45,88.45,88.26,88.26,88.45,88.45,88.64,88.64,88.64,88.83,88.64,88.64,87.50,87.50,87.69,87.69,87.69,87.88,87.88,87.88,88.26,88.26,87.88,87.50,87.50,87.50,87.50,87.50,87.50,87.69,87.69,87.69,87.69,87.69,87.69,87.31,87.12,87.12,87.12,87.12,87.31,87.31,87.31,87.50,87.31,87.50,87.50,87.50,87.41,88.07,87.69,87.88,88.07,88.26,87.69,87.50,87.88,88.26,88.26,88.07,87.88,87.69,88.26,87.50,87.69,87.78,87.88,88.26,88.07,88.07,88.07,88.07,85.98,88.07,88.26,88.45,87.69,88.07,88.07,88.07,88.07,88.07,88.07,88.64,88.16,88.07,88.26,88.64,88.64,88.64,88.64,88.26,88.83,88.07,88.26,87.88,87.88,87.88,89.20,99.05,99.24,99.43,99.62,99.62,99.62,99.62,100.00,,99.62,99.81,99.81,99.81,99.81,99.81,99.81,88.64,91.57,91.48,91.48,91.48,91.48,91.29,91.48,91.48,92.05,91.86,91.86,91.67,91.48,91.67
A-MG701195,87.12,87.12,86.17,86.55,86.74,86.74,86.74,87.88,87.50,87.88,88.07,88.07,87.88,87.88,88.07,88.07,88.26,88.26,88.26,88.45,88.26,88.26,87.12,87.12,87.69,87.31,87.31,87.50,87.50,87.50,87.88,87.88,87.50,87.12,87.12,87.12,87.12,87.12,87.12,87.31,87.31,87.31,87.31,87.31,87.31,86.93,86.74,86.74,86.74,86.74,86.93,86.93,86.93,87.12,86.93,87.12,87.12,87.12,87.03,87.69,87.31,87.50,87.69,87.88,87.31,87.12,87.50,87.88,87.88,87.69,87.50,87.31,87.88,87.12,87.31,87.41,87.50,87.88,87.69,87.69,87.69,87.69,85.61,87.69,87.88,88.07,87.31,87.69,87.69,87.69,87.69,87.69,87.69,88.26,87.78,87.69,87.88,88.26,88.26,88.26,88.26,88.26,88.45,87.83,87.88,87.50,87.50,87.50,88.83,99.05,99.24,99.43,99.62,99.62,99.62,99.62,99.62,99.62,,99.81,99.81,99.81,99.81,99.81,99.81,88.64,91.19,91.10,91.10,91.10,91.10,90.91,91.10,91.10,91.67,91.48,91.48,91.29,91.10,91.29
A-LC469575,87.33,87.33,86.39,86.77,86.96,86.96,86.96,88.07,87.69,88.07,88.28,88.28,88.09,88.09,88.28,88.28,88.47,88.47,88.47,88.64,88.47,88.45,87.33,87.33,87.90,87.52,87.52,87.71,87.71,87.71,88.09,88.09,87.71,87.33,87.33,87.33,87.33,87.33,87.33,87.52,87.52,87.52,87.52,87.52,87.52,87.15,86.96,86.96,86.93,86.96,87.15,87.15,87.15,87.33,87.15,87.33,87.33,87.33,87.22,87.90,87.50,87.71,87.90,88.07,87.52,87.33,87.71,88.09,88.09,87.90,87.71,87.52,88.09,87.33,87.52,87.59,87.71,88.09,87.90,87.90,87.90,87.90,85.82,87.90,88.09,88.26,87.52,87.88,87.88,87.88,87.88,87.88,87.90,88.47,87.97,87.88,88.09,88.47,88.47,88.47,88.47,88.09,88.66,87.83,88.07,87.71,87.69,87.69,89.04,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,,100.00,100.00,100.00,100.00,100.00,88.85,91.38,91.30,91.30,91.30,91.30,91.12,91.30,91.30,91.87,91.68,91.68,91.49,91.30,91.49
A-KU059797,87.33,87.33,86.39,86.77,86.96,86.96,86.96,88.07,87.69,88.07,88.28,88.28,88.09,88.09,88.28,88.28,88.47,88.47,88.47,88.64,88.47,88.45,87.33,87.33,87.90,87.52,87.52,87.71,87.71,87.71,88.09,88.09,87.71,87.33,87.33,87.33,87.33,87.33,87.33,87.52,87.52,87.52,87.52,87.52,87.52,87.15,86.96,86.96,86.93,86.96,87.15,87.15,87.15,87.33,87.15,87.33,87.33,87.33,87.22,87.90,87.50,87.71,87.90,88.07,87.52,87.33,87.71,88.09,88.09,87.90,87.71,87.52,88.09,87.33,87.52,87.59,87.71,88.09,87.90,87.90,87.90,87.90,85.82,87.90,88.09,88.26,87.52,87.88,87.88,87.88,87.88,87.88,87.90,88.47,87.97,87.88,88.09,88.47,88.47,88.47,88.47,88.09,88.66,87.83,88.07,87.71,87.69,87.69,89.04,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,100.00,,100.00,100.00,100.00,100.00,88.85,91.38,91.30,91.30,91.30,91.30,91.12,91.30,91.30,91.87,91.68,91.68,91.49,91.30,91.49
A-KU059786,87.33,87.33,86.39,86.77,86.96,86.96,86.96,88.07,87.69,88.07,88.28,88.28,88.09,88.09,88.28,88.28,88.47,88.47,88.47,88.64,88.47,88.45,87.33,87.33,87.90,87.52,87.52,87.71,87.71,87.71,88.09,88.09,87.71,87.33,87.33,87.33,87.33,87.33,87.33,87.52,87.52,87.52,87.52,87.52,87.52,87.15,86.96,86.96,86.93,86.96,87.15,87.15,87.15,87.33,87.15,87.33,87.33,87.33,87.22,87.90,87.50,87.71,87.90,88.07,87.52,87.33,87.71,88.09,88.09,87.90,87.71,87.52,88.09,87.33,87.52,87.59,87.71,88.09,87.90,87.90,87.90,87.90,85.82,87.90,88.09,88.26,87.52,87.88,87.88,87.88,87.88,87.88,87.90,88.47,87.97,87.88,88.09,88.47,88.47,88.47,88.47,88.09,88.66,87.83,88.07,87.71,87.69,87.69,89.04,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,100.00,100.00,,100.00,100.00,100.00,88.85,91.38,91.30,91.30,91.30,91.30,91.12,91.30,91.30,91.87,91.68,91.68,91.49,91.30,91.49
A-KU059775,87.33,87.33,86.39,86.77,86.96,86.96,86.96,88.07,87.69,88.07,88.28,88.28,88.09,88.09,88.28,88.28,88.47,88.47,88.47,88.64,88.47,88.45,87.33,87.33,87.90,87.52,87.52,87.71,87.71,87.71,88.09,88.09,87.71,87.33,87.33,87.33,87.33,87.33,87.33,87.52,87.52,87.52,87.52,87.52,87.52,87.15,86.96,86.96,86.93,86.96,87.15,87.15,87.15,87.33,87.15,87.33,87.33,87.33,87.22,87.90,87.50,87.71,87.90,88.07,87.52,87.33,87.71,88.09,88.09,87.90,87.71,87.52,88.09,87.33,87.52,87.59,87.71,88.09,87.90,87.90,87.90,87.90,85.82,87.90,88.09,88.26,87.52,87.88,87.88,87.88,87.88,87.88,87.90,88.47,87.97,87.88,88.09,88.47,88.47,88.47,88.47,88.09,88.66,87.83,88.07,87.71,87.69,87.69,89.04,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,100.00,100.00,100.00,,100.00,100.00,88.85,91.38,91.30,91.30,91.30,91.30,91.12,91.30,91.30,91.87,91.68,91.68,91.49,91.30,91.49
A-MG701198,87.31,87.31,86.36,86.74,86.93,86.93,86.93,88.07,87.69,88.07,88.26,88.26,88.07,88.07,88.26,88.26,88.45,88.45,88.45,88.64,88.45,88.45,87.31,87.31,87.88,87.50,87.50,87.69,87.69,87.69,88.07,88.07,87.69,87.31,87.31,87.31,87.31,87.31,87.31,87.50,87.50,87.50,87.50,87.50,87.50,87.12,86.93,86.93,86.93,86.93,87.12,87.12,87.12,87.31,87.12,87.31,87.31,87.31,87.22,87.88,87.50,87.69,87.88,88.07,87.50,87.31,87.69,88.07,88.07,87.88,87.69,87.50,88.07,87.31,87.50,87.59,87.69,88.07,87.88,87.88,87.88,87.88,85.80,87.88,88.07,88.26,87.50,87.88,87.88,87.88,87.88,87.88,87.88,88.45,87.97,87.88,88.07,88.45,88.45,88.45,88.45,88.07,88.64,87.83,88.07,87.69,87.69,87.69,89.02,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,100.00,100.00,100.00,100.00,,100.00,88.83,91.38,91.29,91.29,91.29,91.29,91.10,91.29,91.29,91.86,91.67,91.67,91.48,91.29,91.48
A-MG701182,87.31,87.31,86.36,86.74,86.93,86.93,86.93,88.07,87.69,88.07,88.26,88.26,88.07,88.07,88.26,88.26,88.45,88.45,88.45,88.64,88.45,88.45,87.31,87.31,87.88,87.50,87.50,87.69,87.69,87.69,88.07,88.07,87.69,87.31,87.31,87.31,87.31,87.31,87.31,87.50,87.50,87.50,87.50,87.50,87.50,87.12,86.93,86.93,86.93,86.93,87.12,87.12,87.12,87.31,87.12,87.31,87.31,87.31,87.22,87.88,87.50,87.69,87.88,88.07,87.50,87.31,87.69,88.07,88.07,87.88,87.69,87.50,88.07,87.31,87.50,87.59,87.69,88.07,87.88,87.88,87.88,87.88,85.80,87.88,88.07,88.26,87.50,87.88,87.88,87.88,87.88,87.88,87.88,88.45,87.97,87.88,88.07,88.45,88.45,88.45,88.45,88.07,88.64,87.83,88.07,87.69,87.69,87.69,89.02,99.24,99.43,99.62,99.81,99.81,99.81,99.81,99.81,99.81,99.81,100.00,100.00,100.00,100.00,100.00,,88.83,91.38,91.29,91.29,91.29,91.29,91.10,91.29,91.29,91.86,91.67,91.67,91.48,91.29,91.48
A-LC105575,90.55,90.55,89.98,90.36,90.36,90.36,90.36,88.45,88.07,88.07,88.28,88.28,88.09,88.09,88.28,88.28,88.47,88.47,88.47,88.26,88.66,88.45,88.09,88.09,88.28,86.77,87.15,87.71,87.71,87.71,87.71,87.71,86.96,87.33,87.33,87.33,87.33,87.33,87.33,87.52,87.90,87.90,87.90,87.90,87.90,87.52,87.33,87.33,87.31,87.33,87.52,87.52,87.52,87.15,87.15,87.33,87.33,87.33,87.03,87.15,87.50,87.33,87.90,87.69,87.52,87.71,87.71,88.09,88.09,87.90,87.71,87.90,87.71,87.52,87.71,87.59,87.71,87.71,87.90,87.90,87.90,87.90,84.88,86.96,87.15,86.55,86.58,86.55,86.55,86.55,86.55,86.55,86.58,86.77,86.65,86.93,86.77,86.77,87.15,86.77,86.77,86.96,86.58,86.16,87.88,87.90,87.88,87.88,89.60,88.47,88.66,88.85,88.66,88.66,88.66,88.66,88.64,88.64,88.64,88.85,88.85,88.85,88.85,88.83,88.83,,90.63,90.17,90.17,90.17,90.17,90.36,90.17,90.17,90.55,90.36,90.36,90.55,90.36,90.17
A-PX212175,90.63,90.63,89.87,90.25,90.44,90.44,90.44,89.49,89.11,89.49,89.68,89.68,89.49,89.49,89.68,89.68,89.49,89.87,89.87,89.68,89.49,89.49,89.30,89.30,89.30,89.30,90.06,90.25,89.87,89.87,89.87,89.87,89.49,89.49,89.49,89.49,90.25,90.25,90.25,90.06,90.06,90.06,90.06,90.06,90.06,89.68,89.49,89.49,89.49,89.49,89.68,89.68,89.68,89.68,89.68,89.87,89.87,89.87,89.58,89.68,89.68,89.87,90.44,90.25,90.81,90.63,90.63,90.63,90.63,90.44,90.25,89.68,89.87,89.49,89.68,89.77,90.06,89.87,90.06,90.06,90.06,90.06,86.74,88.35,88.54,88.73,88.35,88.35,88.35,88.35,88.35,88.35,88.35,88.54,88.45,88.35,88.54,88.54,88.54,88.73,88.73,88.54,88.73,87.83,89.49,88.92,88.92,88.92,88.92,90.63,91.38,91.38,91.19,91.19,91.19,91.19,91.57,91.57,91.19,91.38,91.38,91.38,91.38,91.38,91.38,90.63,,99.53,99.53,99.53,99.53,99.34,99.53,99.53,98.96,99.15,99.15,98.96,98.39,98.58
A-LC569412,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,,100.00,100.00,100.00,99.81,100.00,100.00,99.24,99.62,99.62,99.43,98.87,99.05
A-LC228346,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,100.00,,100.00,100.00,99.81,100.00,100.00,99.24,99.62,99.62,99.43,98.87,99.05
A-LC477630,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,100.00,100.00,,100.00,99.81,100.00,100.00,99.24,99.62,99.62,99.43,98.87,99.05
A-LC228379,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,100.00,100.00,100.00,,99.81,100.00,100.00,99.24,99.62,99.62,99.43,98.87,99.05
A-LC228357,89.98,89.98,89.22,89.60,89.79,89.79,89.79,89.20,88.83,89.20,89.41,89.41,89.22,89.22,89.41,89.41,89.22,89.60,89.60,89.39,89.22,89.20,89.41,89.41,89.04,89.04,89.79,89.98,89.60,89.60,89.60,89.60,89.22,89.22,89.22,89.22,89.98,89.98,89.98,89.79,89.79,89.79,89.79,89.79,89.79,89.41,89.22,89.22,89.20,89.22,89.41,89.41,89.41,89.41,89.41,89.60,89.60,89.60,89.30,89.41,89.39,89.60,90.17,89.96,90.55,90.36,90.36,90.36,90.36,90.17,89.98,89.79,89.60,89.22,89.41,89.49,89.79,89.60,89.79,89.79,89.79,89.79,86.58,88.09,88.28,88.45,88.09,88.07,88.07,88.07,88.07,88.07,88.09,88.28,88.16,88.07,88.28,88.28,88.66,88.66,88.66,88.47,88.47,87.59,89.96,89.41,89.39,89.39,88.28,90.36,91.12,91.12,90.93,90.93,90.93,90.93,91.29,91.29,90.91,91.12,91.12,91.12,91.12,91.10,91.10,90.36,99.34,99.81,99.81,99.81,99.81,,99.81,99.81,99.05,99.43,99.43,99.24,98.68,98.87
A-LC569457,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,100.00,100.00,100.00,100.00,99.81,,100.00,99.24,99.62,99.62,99.43,98.87,99.05
A-LC569440,90.17,90.17,89.41,89.79,89.98,89.98,89.98,89.39,89.02,89.39,89.60,89.60,89.41,89.41,89.60,89.60,89.41,89.79,89.79,89.58,89.41,89.39,89.22,89.22,89.22,89.22,89.98,90.17,89.79,89.79,89.79,89.79,89.41,89.41,89.41,89.41,90.17,90.17,90.17,89.98,89.98,89.98,89.98,89.98,89.98,89.60,89.41,89.41,89.39,89.41,89.60,89.60,89.60,89.60,89.60,89.79,89.79,89.79,89.49,89.60,89.58,89.79,90.36,90.15,90.74,90.55,90.55,90.55,90.55,90.36,90.17,89.98,89.79,89.41,89.60,89.68,89.98,89.79,89.98,89.98,89.98,89.98,86.77,88.28,88.47,88.64,88.28,88.26,88.26,88.26,88.26,88.26,88.28,88.47,88.35,88.26,88.47,88.47,88.47,88.85,88.85,88.66,88.66,87.83,89.77,89.22,89.20,89.20,88.47,90.55,91.30,91.30,91.12,91.12,91.12,91.12,91.48,91.48,91.10,91.30,91.30,91.30,91.30,91.29,91.29,90.17,99.53,100.00,100.00,100.00,100.00,99.81,100.00,,99.24,99.62,99.62,99.43,98.87,99.05
A-KJ721750,90.74,90.74,89.98,90.36,90.55,90.55,90.55,89.96,89.58,89.96,90.17,90.17,89.98,89.98,90.17,90.17,89.98,90.36,90.36,90.15,89.98,89.96,89.60,89.60,89.79,89.79,90.36,90.74,90.36,90.36,90.17,90.17,89.79,89.98,89.98,89.98,90.55,90.55,90.55,90.36,90.36,90.36,90.36,90.36,90.36,89.98,89.79,89.79,89.77,89.79,89.98,89.98,89.98,89.98,89.98,90.17,90.17,90.17,89.68,89.98,89.96,90.17,90.74,90.53,90.74,90.55,90.93,90.93,90.93,90.74,90.55,90.36,90.17,89.79,89.98,90.06,90.36,90.17,90.36,90.36,90.36,90.36,87.15,88.85,89.04,89.20,88.85,88.83,88.83,88.83,88.83,88.83,88.85,89.04,88.92,88.83,89.04,89.04,89.04,89.04,89.04,88.85,89.22,88.31,90.34,89.79,89.77,89.77,89.04,91.12,91.49,91.49,91.68,91.68,91.68,91.68,92.05,92.05,91.67,91.87,91.87,91.87,91.87,91.86,91.86,90.55,98.96,99.24,99.24,99.24,99.24,99.05,99.24,99.24,,99.62,99.62,99.43,98.87,99.05
A-OP717989,90.55,90.55,89.79,90.17,90.36,90.36,90.36,89.77,89.39,89.77,89.98,89.98,89.79,89.79,89.98,89.98,89.79,90.17,90.17,89.96,89.79,89.77,89.60,89.60,89.60,89.60,90.36,90.55,90.17,90.17,90.17,90.17,89.79,89.79,89.79,89.79,90.55,90.55,90.55,90.36,90.36,90.36,90.36,90.36,90.36,89.98,89.79,89.79,89.77,89.79,89.98,89.98,89.98,89.98,89.98,90.17,90.17,90.17,89.68,89.98,89.96,90.17,90.74,90.53,90.74,90.55,90.93,90.93,90.93,90.74,90.55,90.36,90.17,89.79,89.98,90.06,90.36,90.17,90.36,90.36,90.36,90.36,87.15,88.66,88.85,89.02,88.66,88.64,88.64,88.64,88.64,88.64,88.66,88.85,88.73,88.64,88.85,88.85,88.85,89.22,89.22,89.04,89.04,88.31,90.15,89.60,89.58,89.58,88.85,90.93,91.30,91.30,91.49,91.49,91.49,91.49,91.86,91.86,91.48,91.68,91.68,91.68,91.68,91.67,91.67,90.36,99.15,99.62,99.62,99.62,99.62,99.43,99.62,99.62,99.62,,100.00,99.81,99.24,99.43
